Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Price Category
Toyota,2007.0,Nigerian Used,89097.0,1800.0,Petrol,Automatic,2080000,0
Ford,2012.0,Foreign Used,36559.0,1600.0,Petrol,Automatic,3885000,0
Mercedes-Benz,2008.0,Nigerian Used,171692.0,3500.0,Petrol,Automatic,2835000,0
Honda,,,187801.0,,,Automatic,2810000,0
Toyota,2004.0,Nigerian Used,291620.0,1800.0,Petrol,Automatic,1680000,0
Toyota,2008.0,Nigerian Used,113747.0,2400.0,Petrol,Automatic,2205000,0
Honda,2013.0,Nigerian Used,174100.0,3500.0,Petrol,Automatic,3675000,0
Ford,2007.0,Nigerian Used,115945.0,3500.0,Petrol,AMT,1575000,0
Suzuki,,,126.0,,,Automatic,9900000,1
Hyundai,2013.0,Nigerian Used,134852.0,1800.0,Petrol,Automatic,3120000,0
Lexus,2008.0,Nigerian Used,115820.0,4700.0,Petrol,Automatic,4200000,0
Mercedes-Benz,2007.0,Nigerian Used,243975.0,4700.0,Petrol,Automatic,2310000,0
Chevrolet,,,63751.0,,,Manual,13450000,1
Toyota,2006.0,Foreign Used,299397.0,1800.0,Petrol,Automatic,2940000,0
Nissan,2014.0,Nigerian Used,93520.0,5600.0,Petrol,Automatic,2310000,0
Toyota,,,116766.0,,,Automatic,7290000,1
Mercedes-Benz,,,177051.0,,,Automatic,2474000,0
Honda,,,62198.0,,,Automatic,4378000,0
Hyundai,2009.0,Nigerian Used,87854.0,2000.0,Petrol,Automatic,1575000,0
Honda,2013.0,Nigerian Used,174100.0,3500.0,Petrol,Automatic,3675000,0
Toyota,2003.0,Foreign Used,146734.0,1800.0,Petrol,Automatic,2625000,0
Honda,2013.0,Nigerian Used,173936.0,2400.0,Petrol,Automatic,3780000,0
Toyota,2004.0,Nigerian Used,208026.0,2400.0,Petrol,Automatic,1872000,0
Honda,2007.0,Foreign Used,123441.0,2500.0,Petrol,Automatic,3570000,0
Lexus,2000.0,Nigerian Used,222631.0,4700.0,Petrol,Automatic,1470000,0
Toyota,2006.0,Nigerian Used,274268.0,2400.0,Petrol,Automatic,1627500,0
Mercedes-Benz,,,174368.0,,,Manual,2698000,0
Nissan,2008.0,Foreign Used,102312.0,,Petrol,Automatic,2310000,0
Kia,2013.0,Nigerian Used,85282.0,2400.0,Petrol,Automatic,4200000,0
Honda,2010.0,Nigerian Used,88208.0,3500.0,Petrol,Automatic,2677500,0
Renault,2006.0,Nigerian Used,180952.0,1900.0,Diesel,Manual,1025000,0
Mercedes-Benz,,,290888.0,,,Automatic,1690000,0
Mercedes-Benz,,,114300.0,,,Automatic,2474000,0
Nissan,,,103121.0,,,Automatic,2810000,0
Pontiac,,,179209.0,,,Automatic,1774000,0
Infiniti,2006.0,Nigerian Used,122889.0,3600.0,Petrol,Automatic,1260000,0
Toyota,2008.0,Nigerian Used,107655.0,18000.0,Petrol,Automatic,2415000,0
Mercedes-Benz,2004.0,Nigerian Used,,2600.0,Petrol,Automatic,2392000,0
Chevrolet,,,28774.0,,,,14010000,1
Toyota,2007.0,Nigerian Used,150420.0,2400.0,Petrol,Automatic,2100000,0
Mercedes-Benz,,,241966.0,,,Automatic,1466000,0
Toyota,2007.0,Nigerian Used,161188.0,2400.0,Petrol,Automatic,2520000,0
Toyota,2002.0,Nigerian Used,285976.0,3000.0,Petrol,Automatic,1560000,0
Toyota,2004.0,Nigerian Used,180984.0,3500.0,Petrol,Automatic,1575000,0
Toyota,2012.0,Nigerian Used,114345.0,1600.0,Petrol,Automatic,3328000,0
Toyota,2011.0,Foreign Used,202784.0,2500.0,Petrol,Automatic,4472000,0
Honda,2004.0,Nigerian Used,143321.0,2300.0,Petrol,Automatic,2704000,0
Land Rover,2006.0,Nigerian Used,188429.0,4200.0,Petrol,Automatic,2940000,0
Nissan,2007.0,Nigerian Used,233903.0,3000.0,Petrol,Automatic,1680000,0
Toyota,2006.0,Foreign Used,102399.0,3300.0,Petrol,Automatic,3640000,0
Honda,2005.0,Nigerian Used,212354.0,3500.0,Petrol,Automatic,1575000,0
Hyundai,2012.0,Nigerian Used,110683.0,1800.0,Petrol,Automatic,2100000,0
Toyota,,,71655.0,,,Automatic,7122000,1
Toyota,2002.0,Nigerian Used,285976.0,3000.0,Petrol,Automatic,1560000,0
Toyota,2003.0,Nigerian Used,170206.0,3000.0,Petrol,Automatic,2704000,0
Toyota,2002.0,Nigerian Used,132213.0,3000.0,Petrol,Automatic,1352000,0
Toyota,2006.0,Nigerian Used,248375.0,3300.0,Petrol,Automatic,1785000,0
Ford,2004.0,Nigerian Used,323048.0,400.0,Petrol,Automatic,1680000,0
Toyota,2002.0,Nigerian Used,176533.0,2400.0,Petrol,Automatic,1560000,0
Kia,2010.0,Nigerian Used,179284.0,1600.0,Petrol,Automatic,1680000,0
Toyota,2003.0,Nigerian Used,188739.0,1800.0,Petrol,Automatic,1575000,0
Honda,2007.0,Foreign Used,123441.0,2500.0,Petrol,Automatic,3570000,0
Lexus,2008.0,Nigerian Used,176272.0,3500.0,Petrol,Automatic,2625000,0
Mercedes-Benz,,,177051.0,,,Automatic,2474000,0
Honda,2006.0,Nigerian Used,233846.0,3500.0,Petrol,Automatic,1575000,0
Toyota,2011.0,Foreign Used,432495.0,3500.0,Petrol,Automatic,4680000,0
Toyota,,,116766.0,,,Automatic,7290000,1
Mitsubishi,2008.0,Nigerian Used,156408.0,2400.0,Petrol,Manual,1365000,0
Nissan,2014.0,Nigerian Used,118154.0,2500.0,Petrol,CVT,5775000,1
Mitsubishi,2004.0,Nigerian Used,361889.0,3800.0,Petrol,Automatic,2625000,0
Hyundai,,,10559.0,,,Automatic,6335000,1
Honda,2013.0,Nigerian Used,173936.0,2400.0,Petrol,Automatic,3780000,0
Toyota,2012.0,Foreign Used,206117.0,3500.0,Petrol,Automatic,9152000,1
Ford,2013.0,Nigerian Used,133104.0,3500.0,Petrol,Automatic,3465000,0
Kia,2013.0,Nigerian Used,85282.0,2400.0,Petrol,Automatic,4200000,0
Infiniti,2001.0,Nigerian Used,141538.0,3500.0,Petrol,Automatic,1260000,0
Nissan,2005.0,Nigerian Used,231680.0,2000.0,Petrol,Automatic,1785000,0
Toyota,2008.0,Nigerian Used,107655.0,18000.0,Petrol,Automatic,2415000,0
Honda,2009.0,Foreign Used,159132.0,2400.0,Petrol,Automatic,2677500,0
Mercedes-Benz,2008.0,Nigerian Used,187503.0,3500.0,Petrol,Automatic,2520000,0
Mitsubishi,2003.0,Nigerian Used,246600.0,2400.0,Petrol,Automatic,1575000,0
Toyota,2006.0,Foreign Used,277350.0,3500.0,Petrol,Automatic,2940000,0
Infiniti,2005.0,Nigerian Used,290000.0,3500.0,Petrol,Automatic,1785000,0
Mercedes-Benz,2007.0,Nigerian Used,206570.0,2000.0,Petrol,Automatic,1785000,0
Mazda,2004.0,Nigerian Used,141216.0,3000.0,Petrol,Automatic,1890000,0
Honda,2011.0,Nigerian Used,166352.0,3500.0,Petrol,Automatic,2415000,0
Honda,2005.0,Nigerian Used,273444.0,3500.0,Petrol,Automatic,1560000,0
Nissan,2005.0,Nigerian Used,208886.0,40.0,Petrol,Automatic,3016000,0
Jaguar,2001.0,Nigerian Used,263789.0,3000.0,Petrol,Automatic,1050000,0
Honda,,,59244.0,,,Automatic,4714000,0
Toyota,2002.0,Nigerian Used,241730.0,3000.0,Petrol,Automatic,1560000,0
Toyota,2005.0,Nigerian Used,128134.0,1800.0,Petrol,Automatic,1976000,0
Mercedes-Benz,2009.0,Nigerian Used,151643.0,4000.0,Petrol,Automatic,4725000,0
Honda,,,178894.0,,,Automatic,1690000,0
Lexus,2005.0,Nigerian Used,174427.0,3300.0,Petrol,Automatic,3045000,0
Toyota,2006.0,Foreign Used,277350.0,3500.0,Petrol,Automatic,2940000,0
Hyundai,2013.0,Nigerian Used,118053.0,1800.0,Petrol,Automatic,2310000,0
Chevrolet,,,63751.0,,,Manual,13450000,1
Toyota,2012.0,Nigerian Used,193268.0,1800.0,Petrol,Automatic,2887500,0
Mercedes-Benz,2010.0,Nigerian Used,189018.0,3500.0,Petrol,Automatic,5720000,1
Toyota,2009.0,Nigerian Used,128980.0,1800.0,Petrol,Automatic,2100000,0
Nissan,2009.0,Nigerian Used,213292.0,3500.0,Petrol,CVT,1575000,0
Toyota,2003.0,Nigerian Used,210448.0,1800.0,Petrol,Automatic,2028000,0
Toyota,2007.0,Nigerian Used,156588.0,2400.0,Petrol,Automatic,2496000,0
Honda,2007.0,Foreign Used,128446.0,1400.0,Petrol,Manual,1785000,0
Mercedes-Benz,2007.0,Nigerian Used,,3500.0,Petrol,,2625000,0
Toyota,2003.0,Nigerian Used,217894.0,1800.0,Petrol,Automatic,1732500,0
Hyundai,2010.0,Nigerian Used,250892.0,,Petrol,Automatic,2205000,0
Suzuki,,,66.0,,,Automatic,9900000,1
Lexus,2000.0,Nigerian Used,154995.0,3500.0,Petrol,Automatic,1680000,0
Toyota,2008.0,Nigerian Used,241185.0,1500.0,Hybrid,Automatic,1785000,0
Toyota,2007.0,Nigerian Used,156588.0,2400.0,Petrol,Automatic,2496000,0
Honda,2007.0,Nigerian Used,134716.0,2400.0,Petrol,Automatic,2046000,0
Toyota,2009.0,Nigerian Used,245524.0,1800.0,Petrol,Automatic,2415000,0
Mercedes-Benz,2008.0,Nigerian Used,142557.0,47000.0,Petrol,Automatic,4725000,0
Honda,2009.0,Nigerian Used,179313.0,3500.0,Petrol,Automatic,2625000,0
Honda,2008.0,Nigerian Used,226508.0,2400.0,Petrol,Automatic,2184000,0
Lexus,2011.0,Nigerian Used,98718.0,3500.0,Petrol,Automatic,5200000,1
Honda,2010.0,Nigerian Used,95366.0,2400.0,Petrol,Automatic,2100000,0
Toyota,2007.0,Nigerian Used,165028.0,1800.0,Petrol,Automatic,2100000,0
Nissan,2004.0,Nigerian Used,272065.0,3300.0,Petrol,Automatic,2912000,0
Suzuki,,,177.0,,,Automatic,8500000,1
Mercedes-Benz,,,999999.0,,,Automatic,2698000,0
Toyota,2003.0,Nigerian Used,188739.0,1800.0,Petrol,Automatic,1575000,0
Honda,2014.0,Foreign Used,163132.0,2400.0,Petrol,Automatic,6760000,1
Toyota,2010.0,Nigerian Used,210788.0,2400.0,Petrol,Automatic,2912000,0
Toyota,2007.0,Nigerian Used,102718.0,2400.0,Petrol,Automatic,2205000,0
Honda,2009.0,Nigerian Used,173089.0,2400.0,Petrol,Automatic,2600000,0
Honda,,,64469.0,,,Automatic,5106000,1
Toyota,2008.0,Foreign Used,105681.0,3500.0,Petrol,Automatic,26000000,1
Lexus,2007.0,Nigerian Used,68366.0,3500.0,Petrol,Automatic,5408000,1
Toyota,2004.0,Nigerian Used,331606.0,1800.0,Petrol,AMT,1890000,0
Toyota,2005.0,Nigerian Used,443373.0,2400.0,Petrol,Automatic,1575000,0
Toyota,2009.0,Nigerian Used,92488.0,2500.0,Petrol,Automatic,2100000,0
Toyota,,,189047.0,,,Automatic,3370000,0
Toyota,,,179017.0,,,Automatic,2586000,0
Mercedes-Benz,,,1.0,,,Automatic,1735000,0
Nissan,2001.0,Nigerian Used,188490.0,3300.0,Petrol,Automatic,1260000,0
Honda,2009.0,Nigerian Used,125806.0,2500.0,Petrol,,1785000,0
Lexus,2005.0,Nigerian Used,177350.0,3300.0,Petrol,Automatic,2100000,0
Mercedes-Benz,2007.0,Nigerian Used,243975.0,4700.0,Petrol,Automatic,2310000,0
Toyota,2007.0,Nigerian Used,215320.0,,Petrol,Automatic,1575000,0
Kia,2004.0,Nigerian Used,,2000.0,Petrol,Automatic,1050000,0
Suzuki,,,126285.0,,,Automatic,2810000,0
Toyota,2009.0,Nigerian Used,154177.0,1800.0,Petrol,Automatic,2704000,0
Toyota,2002.0,Nigerian Used,188116.0,2400.0,Petrol,Automatic,1612000,0
Mercedes-Benz,,,126540.0,,,Automatic,2922000,0
Kia,,,8645.0,,,Automatic,7850000,1
Toyota,2006.0,Nigerian Used,124738.0,1800.0,Petrol,Automatic,1890000,0
Chevrolet,,,128773.0,,,Automatic,1006800,0
Toyota,2004.0,Nigerian Used,231374.0,3300.0,Petrol,Automatic,1575000,0
Kia,2013.0,Nigerian Used,100169.0,1800.0,Petrol,Automatic,2625000,0
Toyota,2011.0,Nigerian Used,195365.0,2500.0,Petrol,Automatic,2677500,0
Toyota,2003.0,Nigerian Used,210448.0,1800.0,Petrol,Automatic,2028000,0
Toyota,2002.0,Nigerian Used,195977.0,3000.0,Petrol,Automatic,1260000,0
Mercedes-Benz,2009.0,Nigerian Used,151643.0,4000.0,Petrol,Automatic,4725000,0
Toyota,2003.0,Nigerian Used,239434.0,1800.0,Petrol,Automatic,1780000,0
Toyota,2009.0,Nigerian Used,299990.0,1800.0,Petrol,Automatic,2520000,0
Mercedes-Benz,,,125212.0,,,Automatic,1690000,0
Toyota,2009.0,Nigerian Used,128980.0,1800.0,Petrol,Automatic,2100000,0
Suzuki,,,126285.0,,,Automatic,2810000,0
Lexus,2006.0,Nigerian Used,208657.0,3000.0,Petrol,Automatic,2928000,0
Hyundai,2015.0,Nigerian Used,50075.0,1200.0,Petrol,Manual,2100000,0
Toyota,2009.0,Nigerian Used,125745.0,2400.0,Petrol,Automatic,2392000,0
Land Rover,,,48713.0,,,Automatic,40330000,1
Honda,2009.0,Nigerian Used,179313.0,3500.0,Petrol,Automatic,2625000,0
Toyota,2005.0,Foreign Used,150430.0,1800.0,Petrol,Automatic,2625000,0
Toyota,2007.0,Nigerian Used,167507.0,3500.0,Petrol,Automatic,1680000,0
Toyota,2002.0,Nigerian Used,195977.0,3000.0,Petrol,Automatic,1260000,0
Toyota,2007.0,Nigerian Used,234297.0,2400.0,Petrol,Automatic,1942500,0
Toyota,2008.0,Nigerian Used,241185.0,1500.0,Hybrid,Automatic,1785000,0
Toyota,2010.0,Nigerian Used,257417.0,1800.0,Petrol,Automatic,3536000,0
Suzuki,,,62.0,,,Automatic,7100000,1
Toyota,,,102537.0,,,Automatic,5386000,1
Toyota,2008.0,Nigerian Used,56761.0,5700.0,Petrol,Automatic,5250000,1
Toyota,2003.0,Nigerian Used,217894.0,1800.0,Petrol,Automatic,1732500,0
Ford,2007.0,Nigerian Used,115945.0,3500.0,Petrol,AMT,1575000,0
Mercedes-Benz,2007.0,Nigerian Used,,3500.0,Petrol,,2625000,0
Nissan,,,,,,,1580000,0
Toyota,2007.0,Nigerian Used,194171.0,2400.0,Petrol,Automatic,1890000,0
Hyundai,2011.0,Nigerian Used,298624.0,2000.0,Petrol,Automatic,2814000,0
Toyota,2006.0,Nigerian Used,290204.0,18000.0,Petrol,Automatic,1890000,0
Land Rover,,,48713.0,,,Automatic,40330000,1
Mercedes-Benz,,,999999.0,,,Automatic,2698000,0
Toyota,,,189047.0,,,Automatic,3370000,0
Mazda,2008.0,Foreign Used,131100.0,2000.0,Petrol,Automatic,1732500,0
Toyota,2002.0,Foreign Used,163475.0,2500.0,Petrol,Automatic,2600000,0
Toyota,,,237550.0,,,Automatic,3146000,0
Toyota,2008.0,Nigerian Used,56761.0,5700.0,Petrol,Automatic,5250000,1
Renault,2006.0,Nigerian Used,180952.0,1900.0,Diesel,Manual,1025000,0
Toyota,2007.0,Nigerian Used,165028.0,1800.0,Petrol,Automatic,2100000,0
Toyota,2011.0,Nigerian Used,217733.0,2400.0,Petrol,Automatic,2100000,0
Hyundai,2011.0,Nigerian Used,133698.0,2000.0,Petrol,Automatic,2887500,0
Kia,2014.0,Nigerian Used,54099.0,1400.0,Petrol,Automatic,2912000,0
Nissan,2003.0,Nigerian Used,239830.0,2500.0,Petrol,Automatic,1785000,0
Hyundai,2015.0,Nigerian Used,50075.0,1200.0,Petrol,Manual,2100000,0
Honda,2008.0,Nigerian Used,88690.0,2400.0,Petrol,Automatic,2100000,0
Honda,2013.0,Nigerian Used,137302.0,3500.0,Petrol,AMT,3360000,0
Toyota,2008.0,Nigerian Used,195989.0,1800.0,Petrol,Automatic,2704000,0
Land Rover,2006.0,Nigerian Used,114307.0,4400.0,Petrol,Automatic,1680000,0
Lexus,2000.0,Nigerian Used,154995.0,3500.0,Petrol,Automatic,1680000,0
Hyundai,2011.0,Nigerian Used,133698.0,2000.0,Petrol,Automatic,2887500,0
Toyota,2000.0,Nigerian Used,158375.0,3000.0,Petrol,Automatic,1664000,0
Honda,2010.0,Nigerian Used,95366.0,2400.0,Petrol,Automatic,2100000,0
Toyota,2003.0,Nigerian Used,159293.0,1800.0,Petrol,Automatic,1872000,0
Nissan,2014.0,Nigerian Used,134275.0,2500.0,Petrol,Automatic,3150000,0
Honda,2011.0,Nigerian Used,166352.0,3500.0,Petrol,Automatic,2415000,0
Chevrolet,2010.0,Nigerian Used,102064.0,1600.0,Petrol,Automatic,1260000,0
Toyota,2001.0,Nigerian Used,174340.0,2000.0,Petrol,Automatic,1872000,0
Toyota,2006.0,Nigerian Used,316117.0,3500.0,Petrol,Automatic,1680000,0
Lexus,2005.0,Nigerian Used,221522.0,3300.0,Petrol,Automatic,3328000,0
Toyota,2008.0,Nigerian Used,195989.0,1800.0,Petrol,Automatic,2704000,0
Toyota,2005.0,Nigerian Used,257412.0,1800.0,Petrol,Automatic,1785000,0
Chevrolet,2010.0,Nigerian Used,102064.0,1600.0,Petrol,Automatic,1260000,0
Toyota,2002.0,Nigerian Used,506364.0,2400.0,Petrol,Automatic,1456000,0
Nissan,2005.0,Foreign Used,191535.0,3500.0,Petrol,Automatic,1785000,0
Toyota,2007.0,Nigerian Used,208115.0,3500.0,Petrol,Automatic,1890000,0
Toyota,2005.0,Foreign Used,238198.0,1800.0,Petrol,Automatic,2572500,0
Mercedes-Benz,2002.0,Nigerian Used,225111.0,2100.0,Diesel,Manual,1575000,0
Lexus,2009.0,Nigerian Used,156501.0,3500.0,Petrol,Automatic,3585000,0
Suzuki,,,201.0,,,Automatic,9900000,1
Toyota,2010.0,Nigerian Used,243549.0,1800.0,Petrol,Automatic,2205000,0
Toyota,2003.0,Nigerian Used,218717.0,2000.0,Petrol,Automatic,1768000,0
Honda,,,64469.0,,,Automatic,5106000,1
Honda,,,72750.0,,,Automatic,8298000,1
Toyota,2004.0,Nigerian Used,21973.0,1800.0,Petrol,Automatic,1732500,0
Nissan,2005.0,Nigerian Used,468578.0,2500.0,Petrol,Automatic,1680000,0
Mercedes-Benz,2005.0,Nigerian Used,134162.0,3700.0,Petrol,Automatic,2940000,0
Nissan,2005.0,Nigerian Used,24162.0,4000.0,Petrol,Automatic,2310000,0
Toyota,2004.0,Nigerian Used,184304.0,1800.0,Petrol,Automatic,1785000,0
Nissan,2018.0,Nigerian Used,37409.0,5600.0,Petrol,Automatic,8400000,1
Honda,2004.0,Nigerian Used,215019.0,3500.0,Petrol,Automatic,1560000,0
Honda,2010.0,Nigerian Used,149189.0,35000.0,Petrol,Automatic,2100000,0
Mercedes-Benz,2008.0,Nigerian Used,212117.0,3500.0,Petrol,Automatic,3150000,0
Lexus,2008.0,Nigerian Used,176272.0,3500.0,Petrol,Automatic,2625000,0
Mercedes-Benz,2002.0,Nigerian Used,225111.0,2100.0,Diesel,Manual,1575000,0
Toyota,2003.0,Foreign Used,101442.0,1800.0,Petrol,Automatic,3120000,0
Ford,2008.0,Nigerian Used,171962.0,3500.0,Petrol,Automatic,2704000,0
Honda,2007.0,Foreign Used,183460.0,35.0,Petrol,Automatic,3150000,0
Toyota,2009.0,Nigerian Used,135724.0,1800.0,Petrol,Automatic,1659000,0
Hyundai,,,124362.0,,,Automatic,2026000,0
Toyota,2003.0,Nigerian Used,107072.0,3000.0,Petrol,Automatic,1664000,0
Honda,2015.0,Nigerian Used,76054.0,2000.0,Petrol,Automatic,5616000,1
Toyota,2009.0,Nigerian Used,360384.0,1800.0,Petrol,Automatic,2100000,0
Toyota,2010.0,Foreign Used,75863.0,2700.0,Petrol,Automatic,7192500,1
Lexus,2009.0,Nigerian Used,139072.0,3500.0,Petrol,Automatic,3150000,0
Hyundai,,,97234.0,,,Automatic,2698000,0
Mercedes-Benz,,,152004.0,,,Automatic,3370000,0
Suzuki,,,67.0,,,Automatic,8500000,1
Toyota,2003.0,Nigerian Used,23658.0,1800.0,Petrol,Automatic,1872000,0
Nissan,2008.0,Nigerian Used,77687.0,45.0,Petrol,Automatic,1575000,0
Toyota,,,248358.0,,,Automatic,2586000,0
Mercedes-Benz,2003.0,Nigerian Used,320327.0,3200.0,Petrol,Automatic,1872000,0
Nissan,2013.0,Foreign Used,176325.0,3500.0,Petrol,Automatic,2500000,0
Chevrolet,2011.0,Nigerian Used,90435.0,1500.0,Petrol,Automatic,1207500,0
Honda,2010.0,Nigerian Used,149189.0,35000.0,Petrol,Automatic,2100000,0
Toyota,2005.0,Foreign Used,150430.0,1800.0,Petrol,Automatic,2625000,0
BMW,2002.0,Nigerian Used,176466.0,3000.0,Petrol,Automatic,1687500,0
Toyota,2007.0,Nigerian Used,275414.0,2500.0,Petrol,Automatic,1995000,0
Honda,2015.0,Nigerian Used,93433.0,2400.0,Petrol,Automatic,3885000,0
Lexus,2008.0,Nigerian Used,184234.0,3500.0,Petrol,Automatic,3952000,0
Toyota,2004.0,Nigerian Used,233801.0,2400.0,Petrol,Automatic,1664000,0
Honda,2015.0,Nigerian Used,76054.0,2000.0,Petrol,Automatic,5616000,1
Nissan,2002.0,Nigerian Used,141407.0,2500.0,Petrol,Automatic,1365000,0
Infiniti,2004.0,Nigerian Used,262823.0,3500.0,Petrol,Automatic,1575000,0
Toyota,2010.0,Nigerian Used,257417.0,1800.0,Petrol,Automatic,3536000,0
Lexus,2011.0,Nigerian Used,209215.0,3000.0,Petrol,Automatic,1680000,0
Lexus,2007.0,Nigerian Used,68366.0,3500.0,Petrol,Automatic,5408000,1
Nissan,2009.0,Nigerian Used,213292.0,3500.0,Petrol,CVT,1575000,0
Toyota,2006.0,Nigerian Used,316117.0,3500.0,Petrol,Automatic,1680000,0
Toyota,,,56335.0,,,Automatic,14570000,1
Toyota,2011.0,Nigerian Used,217733.0,2400.0,Petrol,Automatic,2100000,0
Mercedes-Benz,2009.0,Nigerian Used,332652.0,3000.0,Petrol,Automatic,2730000,0
Chrysler,2006.0,Foreign Used,36238.0,5700.0,Petrol,Automatic,1575000,0
Toyota,2008.0,Nigerian Used,265560.0,2400.0,Petrol,Automatic,2100000,0
Mercedes-Benz,2007.0,Nigerian Used,206570.0,2000.0,Petrol,Automatic,1785000,0
Honda,2010.0,Nigerian Used,95249.0,3500.0,Petrol,Automatic,1785000,0
Toyota,2007.0,Nigerian Used,312965.0,3000.0,Petrol,Automatic,1785000,0
Toyota,2005.0,Nigerian Used,173874.0,2400.0,Petrol,Automatic,2288000,0
Nissan,2014.0,Nigerian Used,191207.0,2500.0,Petrol,Automatic,1785000,0
Mazda,2007.0,Nigerian Used,330873.0,2300.0,Petrol,Automatic,1260000,0
Skoda,2014.0,Nigerian Used,83571.0,2000.0,Petrol,Automatic,1627500,0
Toyota,2002.0,Nigerian Used,506364.0,2400.0,Petrol,Automatic,1456000,0
Toyota,2004.0,Nigerian Used,233801.0,2400.0,Petrol,Automatic,1664000,0
Mercedes-Benz,2005.0,Foreign Used,221487.0,5000.0,Petrol,Automatic,1627500,0
Mercedes-Benz,2003.0,Nigerian Used,320327.0,3200.0,Petrol,Automatic,1872000,0
Nissan,,,148011.0,,,Automatic,1555600,0
Toyota,2006.0,Nigerian Used,371715.0,3300.0,Petrol,Automatic,1890000,0
Toyota,2006.0,Foreign Used,204482.0,1800.0,Petrol,Automatic,3172000,0
Kia,2013.0,Nigerian Used,92645.0,2000.0,Petrol,Automatic,2310000,0
Toyota,2005.0,Nigerian Used,156976.0,2400.0,Petrol,Automatic,1575000,0
Toyota,,,102537.0,,,Automatic,5386000,1
Toyota,2007.0,Nigerian Used,312965.0,3000.0,Petrol,Automatic,1785000,0
Mercedes-Benz,2007.0,Nigerian Used,246829.0,5500.0,Petrol,Automatic,2520000,0
Toyota,2009.0,Nigerian Used,154177.0,1800.0,Petrol,Automatic,2704000,0
Toyota,2008.0,Nigerian Used,197584.0,2500.0,Petrol,Automatic,2100000,0
Nissan,2005.0,Foreign Used,330873.0,1800.0,Petrol,Manual,1575000,0
Toyota,,,248358.0,,,Automatic,2586000,0
Suzuki,,,67.0,,,Automatic,8500000,1
Toyota,2010.0,Nigerian Used,176319.0,2500.0,Petrol,Automatic,2205000,0
Toyota,2001.0,Nigerian Used,355625.0,20000.0,Petrol,Automatic,1352000,0
Nissan,2005.0,Nigerian Used,343566.0,4000.0,Petrol,Automatic,1768000,0
Mercedes-Benz,2002.0,Foreign Used,311373.0,3200.0,Petrol,Automatic,2625000,0
Toyota,2003.0,Foreign Used,101442.0,1800.0,Petrol,Automatic,3120000,0
Nissan,2013.0,Foreign Used,176325.0,3500.0,Petrol,Automatic,2500000,0
Toyota,,,122151.0,,,Automatic,2372500,0
Suzuki,,,62.0,,,Automatic,7100000,1
Honda,,,97944.0,,,Automatic,1466000,0
Mitsubishi,2010.0,Nigerian Used,,2400.0,Petrol,Manual,1260000,0
Hyundai,,,124362.0,,,Automatic,2026000,0
Toyota,,,208069.0,,,Automatic,1410000,0
Honda,2007.0,Nigerian Used,140942.0,2400.0,Petrol,Automatic,1890000,0
Kia,2013.0,Nigerian Used,119011.0,1400.0,Petrol,Automatic,1995000,0
Honda,2009.0,Nigerian Used,125806.0,2500.0,Petrol,,1785000,0
Honda,2013.0,Nigerian Used,174120.0,24000.0,Petrol,Automatic,3517500,0
Mercedes-Benz,2009.0,Nigerian Used,293528.0,3000.0,Petrol,Automatic,2625000,0
Ford,2006.0,Foreign Used,321388.0,4000.0,Petrol,Automatic,2940000,0
Hyundai,2011.0,Nigerian Used,193209.0,2400.0,Petrol,Automatic,2625000,0
Mazda,2005.0,Nigerian Used,131262.0,3000.0,Petrol,Automatic,1260000,0
Honda,,,72750.0,,,Automatic,8298000,1
Toyota,2004.0,Nigerian Used,21973.0,1800.0,Petrol,Automatic,1732500,0
Kia,,,31251.0,,,Automatic,5050000,1
Lexus,1999.0,Nigerian Used,225668.0,3000.0,Petrol,Automatic,1938000,0
Toyota,2005.0,Nigerian Used,173874.0,2400.0,Petrol,Automatic,2288000,0
Nissan,2013.0,Nigerian Used,99116.0,2000.0,Petrol,Automatic,2100000,0
Toyota,2007.0,Nigerian Used,335891.0,1800.0,Petrol,Automatic,2100000,0
Toyota,2010.0,Foreign Used,75863.0,2700.0,Petrol,Automatic,7192500,1
Honda,2013.0,Nigerian Used,137302.0,3500.0,Petrol,AMT,3360000,0
Toyota,2007.0,Nigerian Used,249502.0,2400.0,Petrol,Automatic,2100000,0
Toyota,,,231874.0,,,Automatic,2586000,0
Toyota,2005.0,Foreign Used,389669.0,1800.0,Petrol,Automatic,2940000,0
Toyota,2008.0,Nigerian Used,141077.0,1800.0,Petrol,Manual,1976000,0
Toyota,2007.0,Nigerian Used,256997.0,3500.0,Petrol,Automatic,1890000,0
Honda,2009.0,Nigerian Used,151561.0,2000.0,Petrol,Automatic,1575000,0
Mercedes-Benz,2004.0,Nigerian Used,7061.0,3500.0,Petrol,Automatic,1785000,0
Toyota,2007.0,Nigerian Used,234664.0,1800.0,Petrol,Automatic,1942500,0
Toyota,2008.0,Nigerian Used,241842.0,20.0,Petrol,Automatic,2500000,0
Nissan,2005.0,Nigerian Used,185972.0,4700.0,Petrol,Automatic,2100000,0
Honda,2007.0,Foreign Used,183460.0,35.0,Petrol,Automatic,3150000,0
Mitsubishi,2003.0,Nigerian Used,165711.0,2000.0,Petrol,Automatic,1365000,0
Nissan,2009.0,Nigerian Used,224443.0,2500.0,Petrol,Automatic,1890000,0
Honda,2003.0,Nigerian Used,404395.0,3000.0,Petrol,Automatic,1664000,0
